name,lat,lon,elev_m,prominence_m
,6.934179,80.9174,1268.1,167.4
,7.72353,81.360406,248.1,167.4
,6.972897,80.471859,758.0,167.3
,7.345342,81.38354,428.0,167.3
,6.86053,80.399183,637.7,167.0
,7.038363,81.293524,457.5,166.8
,7.037779,81.524871,317.5,166.8
,7.156094,80.927789,1147.4,166.7
,6.280089,80.683497,337.4,166.7
,7.378682,80.389249,337.4,166.7
,7.338385,80.245271,317.3,166.6
,6.439331,80.231083,387.1,166.4
,6.424693,80.684827,706.9,166.2
,6.834587,81.330487,356.9,166.2
,7.061871,81.095313,1156.8,166.1
,6.637034,81.084449,336.8,166.1
Koboneelagala,7.353616,80.835735,1546.7,166.0
,7.295562,80.279555,296.2,165.5
,6.325397,80.689183,586.0,165.3
,6.894315,80.840563,1785.9,165.2
,7.100466,80.963349,635.7,165.0
,7.569587,81.243569,275.7,165.0
,6.937752,80.293243,305.6,164.9
,6.495659,80.424417,765.4,164.7
,7.18549,80.348398,375.2,164.5
,6.818983,80.351446,395.1,164.4
,7.095255,81.073337,1054.9,164.2
,7.303633,81.330774,364.8,164.1
,6.162516,80.439552,254.8,164.1
,7.326661,81.355528,524.7,164.0
,6.458061,80.241098,424.4,163.7
,6.637649,80.236294,274.4,163.7
,7.271131,80.8993,984.2,163.5
,7.686465,80.625294,564.0,163.3
,7.248591,80.245377,293.7,163.0
Udaweriya,6.794745,80.865791,2083.6,162.9
,7.783,80.533594,363.5,162.8
,6.790912,80.570225,1993.2,162.5
,7.797544,80.391594,293.2,162.5
,7.087319,81.165668,1413.0,162.3
,6.849204,81.358461,373.0,162.3
,7.405818,81.567598,252.9,162.2
,7.305959,80.36839,292.5,161.8
,6.225939,80.354386,292.5,161.8
,6.539855,80.390207,482.2,161.5
,7.243243,80.316287,372.2,161.5
,6.935611,81.457655,302.2,161.5
,7.283631,81.474197,342.1,161.4
,8.008753,80.917746,252.1,161.4
,6.340589,80.684842,612.0,161.3
,6.568489,80.734175,541.8,161.1
,7.375018,81.494176,651.7,161.0
,6.348132,80.523766,621.7,161.0
,7.212276,80.810181,691.6,160.9
Kinihiri Kanda,8.057311,80.630332,311.5,160.8
,7.117237,80.200446,311.4,160.7
,6.473859,80.30482,311.4,160.7
,7.055958,80.999991,1241.2,160.5
,7.154491,80.769163,1141.2,160.5
,7.038878,80.975815,981.1,160.4
,6.750386,81.414788,281.1,160.4
,6.620517,81.027735,330.9,160.2
,7.37405,81.417002,260.6,159.9
,7.085452,80.165182,270.5,159.8
,6.724055,81.174598,330.4,159.7
,7.668312,80.720206,390.3,159.6
,6.68406,80.836194,659.9,159.2
,6.943207,80.322286,329.8,159.1
,6.160441,80.667796,249.5,158.8
,6.86472,80.240928,279.3,158.6
Knuckles-Kirigalpotta,7.476512,80.730016,1629.2,158.5
,7.653383,80.875205,469.1,158.4
,7.26326,80.642827,998.7,158.0
,6.290165,80.274621,248.7,158.0
,6.622323,81.170717,298.6,157.9
,6.57526,81.31012,288.5,157.8
,6.470664,80.375885,638.4,157.7
,7.013876,81.05998,888.3,157.6
,6.671416,81.184323,328.3,157.6
,7.888663,80.358862,278.2,157.5
,6.359583,81.312334,258.2,157.5
Agrabopath,6.812931,80.783282,2307.9,157.2
,6.653948,80.820453,657.8,157.1
,6.899723,80.630173,1677.7,157.0
,6.727418,81.006893,767.7,157.0
,6.959879,80.478383,837.6,156.9
,6.895527,81.58925,237.2,156.5
,6.607009,80.856533,587.1,156.4
,7.906188,80.582226,327.1,156.4
,6.641141,81.016621,536.9,156.2
,7.130531,80.493212,906.6,155.9
,8.294959,80.902323,296.0,155.3
,6.644957,80.975652,605.9,155.2
,6.309669,80.782462,295.8,155.1
,7.534701,81.127454,315.7,155.0
,6.297187,80.727148,455.6,154.9
,7.50859,81.425352,255.3,154.6
,6.991145,80.616568,1535.1,154.4
,7.417333,80.249797,265.0,154.3
,7.190533,80.583088,704.7,154.0
,7.834865,80.904356,314.7,154.0
,7.034808,80.233947,254.7,154.0
,6.920347,81.506497,244.7,154.0
,6.691904,80.234064,384.6,153.9
,6.873363,80.207531,354.6,153.9
,6.960457,80.540557,1304.3,153.6
,7.235551,80.549111,714.3,153.6
,7.713321,80.622293,574.3,153.6
,8.185642,80.873427,284.3,153.6
,7.706768,80.532278,544.2,153.5
,6.389973,80.733377,464.1,153.4
,6.848433,80.231446,313.9,153.2
,6.587782,80.284638,353.7,153.0
,7.961842,80.83201,343.7,153.0
,7.449568,81.523648,323.7,153.0
Degalwalagoda,7.336583,81.438414,283.7,153.0
,7.497112,80.909692,413.4,152.7
,7.424888,80.50716,653.3,152.6
,7.78976,80.498229,383.0,152.3
,7.520113,80.512539,322.9,152.2
Elbedda,6.847372,80.665205,2012.5,151.8
,7.318001,80.214049,232.5,151.8
,6.717445,80.272298,312.2,151.5
,6.340908,80.286503,342.1,151.4
,7.342032,80.359119,302.1,151.4
,7.765276,81.381679,272.1,151.4
,7.088719,80.443268,1192.0,151.3
,6.606666,81.055672,421.9,151.2
Dambagasthalawa,6.911951,80.721929,1561.7,151.0
,6.835965,80.934743,1411.6,150.9
,7.308415,81.168302,341.6,150.9
,7.194067,80.950348,321.5,150.8
,7.33483,80.524877,671.2,150.5
,7.576869,80.635936,511.2,150.5
Thimmagama Kanda,7.579022,80.256399,251.1,150.4
,6.551669,80.74747,531.0,150.3
,7.985025,80.422172,291.0,150.3
,7.081509,80.838959,1690.7,150.0
,8.126784,80.81461,270.5,149.8
,8.042412,80.838281,300.2,149.5
,6.737209,81.524672,260.1,149.4
,7.972132,80.913107,260.0,149.3
,7.67998,80.805322,329.9,149.2
,6.711116,80.191169,259.9,149.2
,7.242117,80.823496,979.7,149.0
,6.58834,80.301186,399.7,149.0
,7.14748,80.317198,389.7,149.0
,7.269002,81.249228,599.5,148.8
,6.948242,80.52726,1239.4,148.7
,6.879591,81.050671,1159.4,148.7
,7.120653,81.204262,489.3,148.6
,7.550809,81.296831,229.3,148.6
,7.117662,80.340857,409.1,148.4
,7.153843,80.18682,299.1,148.4
,6.827557,80.927683,1409.0,148.3
,7.061242,80.349056,279.0,148.3
,7.494365,80.994772,239.0,148.3
,6.041067,80.666465,229.0,148.3
,7.310068,81.138416,338.7,148.0
,7.753354,80.424273,278.6,147.9
,6.734551,81.266873,498.5,147.8
,6.888051,80.943176,1318.4,147.7
,6.927671,80.25226,288.4,147.7
,6.929583,80.707267,1548.2,147.5
,6.251286,80.542249,458.0,147.3
,6.111462,80.368571,248.0,147.3
,7.377165,81.00178,307.9,147.2
,6.910993,81.150591,1297.8,147.1
,7.475474,81.438893,427.8,147.1
,7.119982,81.001652,447.7,147.0
,8.092599,80.837745,307.7,147.0
,7.470367,80.378296,277.6,146.9
,7.265988,80.841973,1217.5,146.8
,7.554327,80.572599,647.5,146.8
,7.087704,80.563034,767.4,146.7
,7.177268,80.669744,1157.3,146.6
,7.240757,80.846587,1077.3,146.6
,6.318658,80.282457,337.2,146.5
,6.60095,81.087411,307.2,146.5
,7.053226,81.03665,1227.0,146.3
,7.924317,80.500316,347.0,146.3
,7.448322,81.455702,326.9,146.2
,7.036392,80.491912,986.7,146.0
,6.865644,80.350048,386.6,145.9
,7.011101,80.404494,346.6,145.9
,7.242835,80.196485,276.3,145.6
,7.344308,81.528906,456.0,145.3
,7.384735,81.524083,275.9,145.2
,6.53452,80.2006,235.9,145.2
,7.245984,81.207368,465.8,145.1
,7.371372,81.392542,305.7,145.0
,8.657672,80.725521,235.4,144.7
,6.862705,81.148925,945.3,144.6
,7.656274,80.476562,305.2,144.5
,7.462992,81.226331,265.2,144.5
,7.340464,81.123767,295.1,144.4
,6.800175,80.711356,1914.9,144.2
,7.52964,80.572339,734.9,144.2
,6.311196,80.452743,534.9,144.2
,7.33384,81.247123,374.8,144.1
,7.47588,80.49218,804.7,144.0
,7.134022,80.173266,264.7,144.0
,6.758022,80.455169,444.5,143.8
,6.363384,80.244722,234.5,143.8
,7.82887,80.577093,344.3,143.6
,6.416128,80.368876,564.1,143.4
,7.160991,80.266665,274.1,143.4
,6.686282,80.307876,494.0,143.3
,6.326303,80.336138,324.0,143.3
,7.425163,81.518716,223.7,143.0
Wawinnegoda,7.354705,81.473764,543.5,142.8
Buwalpola Kanda,6.975425,80.882659,1673.3,142.6
Moragala Kanda,7.298183,81.534262,403.2,142.5
,7.155794,80.22946,353.2,142.5
,7.279957,80.416231,353.1,142.4
,6.241841,80.827466,243.1,142.4
,6.399141,80.532419,1172.9,142.2
,6.877107,80.435545,712.9,142.2
,6.448143,80.370749,692.9,142.2
,6.365286,80.768361,452.9,142.2
,6.81365,80.181818,372.8,142.1
,6.910756,80.171925,252.8,142.1
,6.915814,80.330457,382.6,141.9
,7.311983,81.117496,322.6,141.9
,6.610489,81.00711,302.6,141.9
,7.579033,80.618807,562.5,141.8
,7.638201,80.804776,402.5,141.8
,6.410759,80.154909,242.5,141.8
,7.102834,80.454393,1252.4,141.7
,7.076427,80.341982,452.4,141.7
,7.040212,81.021979,1502.3,141.6
,7.160943,81.010364,382.2,141.5
Kadirampila,7.100638,81.392447,312.2,141.5
,7.177645,81.418625,352.1,141.4
,7.022616,80.24781,302.0,141.3
,7.554914,80.821898,411.9,141.2
,8.567304,80.60725,261.8,141.1
,6.57003,80.478622,231.7,141.0
,7.55192,80.880076,491.4,140.7
,7.415896,81.544517,221.4,140.7
,7.095887,80.845479,1531.3,140.6
,6.628619,81.091227,291.1,140.4
,6.659581,81.354165,291.1,140.4
,7.33198,80.344455,281.1,140.4
,7.678504,80.454791,261.1,140.4
,7.88697,80.812139,540.9,140.2
,7.62571,80.670452,480.7,140.0
,6.983942,81.426774,330.7,140.0
,7.205876,81.160607,450.5,139.8
,7.253951,81.360868,400.5,139.8
,7.468333,81.495414,220.5,139.8
,7.042063,81.101002,1130.4,139.7
,6.28889,80.368434,420.3,139.6
Ambaththehela,7.282607,81.433444,500.2,139.5
,6.994938,80.950273,1370.0,139.3
,7.440954,80.637882,510.0,139.3
,7.56198,81.254163,240.0,139.3
,7.068182,80.96415,659.8,139.1
,7.70873,80.696812,599.8,139.1
,7.157757,80.285953,249.5,138.8
,7.956529,80.408863,269.4,138.7
,7.278537,81.208757,329.3,138.6
,6.392457,80.28998,319.3,138.6
,6.400087,80.326583,289.3,138.6
,7.181541,81.532166,239.3,138.6
,7.361757,80.808019,1639.2,138.5
,7.030484,80.93345,1149.2,138.5
,6.303677,80.6214,479.2,138.5
,6.807674,80.176126,349.2,138.5
,7.231215,80.233444,269.2,138.5
,8.514333,81.068074,219.2,138.5
,6.852539,80.802012,2209.0,138.3
,6.39913,80.510181,1079.0,138.3
,7.147699,80.874006,749.0,138.3
,6.51932,80.520155,579.0,138.3
,7.00809,80.372728,329.0,138.3
,7.184156,80.372574,318.9,138.2
,7.010977,80.271717,248.9,138.2
,7.577404,81.287891,228.9,138.2
,7.186208,80.927799,838.7,138.0
,6.723275,81.130093,328.6,137.9
,7.829978,80.635309,318.6,137.9
,6.903024,81.480682,268.5,137.8
,7.742575,80.526545,588.3,137.6
,7.063058,80.858781,1728.2,137.5
,6.805254,81.055242,1578.1,137.4
,7.099868,81.357956,428.1,137.4
,6.416019,80.746121,528.0,137.3
,7.147231,81.607883,238.0,137.3
,6.573869,80.994614,297.8,137.1
,8.207356,80.786572,287.8,137.1
,6.796648,81.504952,237.8,137.1
,6.798737,80.488255,1967.5,136.8
,7.210106,80.772421,757.5,136.8
,7.219703,80.141914,217.5,136.8
,6.650889,81.363651,277.3,136.6
,6.854197,80.294142,377.1,136.4
,6.484979,80.302368,307.1,136.4
,7.498849,81.408213,217.1,136.4
,6.679013,81.183244,307.0,136.3
,6.68071,81.088004,336.9,136.2
,7.180984,80.19765,296.7,136.0
,7.134678,80.866942,766.6,135.9
,7.369604,80.916447,706.6,135.9
,7.832983,80.728345,376.6,135.9
,7.411187,80.335954,266.6,135.9
,7.340533,81.018065,246.6,135.9
,7.19619,80.208768,236.6,135.9
,7.660966,80.630198,546.5,135.8
,6.804327,80.344131,306.5,135.8
,6.217516,80.339211,216.5,135.8
,7.436278,80.500902,636.4,135.7
,6.231198,80.515418,366.4,135.7
,7.373967,80.771061,1136.3,135.6
,7.362823,80.264807,366.3,135.6
,6.99985,80.267385,226.3,135.6
,7.473252,80.853419,896.2,135.5
,8.241216,80.576075,256.1,135.4
,6.219046,80.686219,255.9,135.2
,6.542246,80.328356,465.8,135.1
,7.157411,80.220223,345.8,135.1
,6.277351,80.591855,375.6,134.9
,7.361304,81.181392,305.6,134.9
,7.837649,80.345311,255.6,134.9
Pidurangala,7.965915,80.762074,335.5,134.8
,7.359321,81.265899,295.4,134.7
,6.401419,80.299734,215.4,134.7
,7.560862,80.635397,505.3,134.6
,7.369658,81.452049,375.3,134.6
,6.492066,80.33925,565.2,134.5
,7.213209,80.402158,445.1,134.4
,7.204138,80.764544,795.0,134.3
,6.390207,80.576628,1184.8,134.1
,6.395227,80.35452,344.8,134.1
,6.583199,80.315298,444.6,133.9
,7.013981,81.262815,434.5,133.8
,7.027198,80.222552,244.5,133.8
,7.481764,81.404655,334.4,133.7
,7.394553,80.607187,724.3,133.6
,6.586047,81.056746,264.3,133.6
,7.298642,81.176173,324.2,133.5
,7.074699,81.508095,274.2,133.5
,7.454885,80.358741,274.2,133.5
,6.457109,80.387829,684.1,133.4
,7.328626,81.49709,364.0,133.3
,7.814425,80.466113,304.0,133.3
,7.32674,80.262674,213.8,133.1
,7.451289,80.290253,243.7,133.0
Highforest,7.056008,80.83624,1863.6,132.9
,6.721869,81.439173,303.6,132.9
,7.027524,80.73848,2163.5,132.8
,7.187305,80.884337,353.4,132.7
,6.874422,80.478437,1393.3,132.6
,6.305599,80.75616,383.2,132.5
,6.958986,81.182123,1293.1,132.4
,7.716528,80.520306,493.1,132.4
,7.107159,80.432391,1123.0,132.3
,7.137889,80.553505,913.0,132.3
,7.29582,80.892786,873.0,132.3
,7.48241,80.225257,213.0,132.3
,6.727451,80.917883,662.9,132.2
,7.442724,80.411479,552.8,132.1
,7.647916,80.56331,542.7,132.0
,6.262587,80.384451,352.7,132.0
,7.30416,80.49881,712.6,131.9
,7.009578,80.57719,1242.5,131.8
,6.509166,80.349543,472.5,131.8
,7.438531,80.825962,1102.4,131.7
,6.516123,80.692948,392.4,131.7
,8.382562,80.953291,252.4,131.7
,8.044982,80.189142,212.4,131.7
,7.403535,80.822425,1792.3,131.6
,7.227966,80.571391,662.3,131.6
,7.698641,81.308159,222.3,131.6
,6.333765,80.548449,682.2,131.5
,6.146485,80.403782,242.2,131.5
,7.047074,80.286885,262.0,131.3
,6.886722,80.813958,1991.9,131.2
,7.096791,81.598831,261.9,131.2
,6.868004,80.772153,1991.8,131.1
,6.921677,80.980652,1331.8,131.1
,6.704655,80.940399,611.8,131.1
,7.274907,81.501894,291.7,131.0
,6.301012,80.269459,241.7,131.0
,7.397722,81.543942,221.7,131.0
,7.761825,81.325917,271.6,130.9
,6.407533,80.179862,211.6,130.9
,7.152305,81.290935,361.5,130.8
,6.357147,80.796292,291.5,130.8
,7.939035,80.915273,251.5,130.8
,7.315547,81.348721,461.4,130.7
,6.540235,80.575484,431.4,130.7
,6.275614,80.391219,291.3,130.6
,6.313739,80.774056,271.2,130.5
,7.584749,80.687319,931.1,130.4
,7.0543,80.200253,310.7,130.0
,6.56005,80.952288,270.7,130.0
,6.944852,81.211975,820.6,129.9
,7.70789,80.606794,510.5,129.8
,7.811823,80.732428,410.5,129.8
,6.777821,81.106521,420.4,129.7
,7.471858,80.578346,900.3,129.6
,7.690012,80.706606,360.3,129.6
,7.125773,80.313146,340.3,129.6
,6.78113,81.016146,1930.2,129.5
,6.803308,80.425284,750.2,129.5
,7.413495,81.52087,280.2,129.5
,6.564168,81.501895,240.2,129.5
,6.575544,80.765102,360.1,129.4
,6.983071,80.307315,340.0,129.3
,6.699468,81.019363,689.9,129.2
,7.116905,81.146138,1389.8,129.1
,7.437512,81.205378,459.8,129.1
,6.788037,81.22296,339.8,129.1
,6.514734,80.578206,459.6,128.9
,6.474421,80.32706,369.5,128.8
,7.792726,80.471298,299.5,128.8
,6.402441,80.657982,979.3,128.6
,7.683778,80.766978,359.3,128.6
,6.850631,80.876116,1459.2,128.5
,6.809502,81.185524,609.2,128.5
,7.521403,81.13288,269.1,128.4
,6.382816,80.154401,259.1,128.4
,7.456498,80.343247,259.0,128.3
,7.206301,80.692013,1308.9,128.2
,7.811807,80.899725,288.9,128.2
,7.030238,81.650302,208.9,128.2
,6.658792,80.575978,968.8,128.1
,7.088536,81.506487,628.8,128.1
Ella Rock,6.854903,81.052014,1368.7,128.0
,7.218216,80.252475,278.7,128.0
,8.280058,80.805637,278.7,128.0
Primrose Hill,7.277356,80.609949,638.5,127.8
,7.121584,81.347663,378.5,127.8
,6.646253,81.092323,308.5,127.8
,7.185672,80.904981,398.4,127.7
,6.337612,80.804969,278.4,127.7
,6.981411,80.276093,238.3,127.6
,6.587488,80.262392,328.2,127.5
,7.136776,80.206125,288.2,127.5
,7.209011,80.871846,658.0,127.3
,6.127228,80.410572,288.0,127.3
,7.270492,80.456176,337.7,127.0
,6.319763,80.303877,337.7,127.0
,7.087965,80.221936,317.5,126.8
,6.581956,81.09174,277.5,126.8
,7.819787,80.388854,267.5,126.8
,6.986729,80.182688,217.5,126.8
,6.657427,80.5559,827.4,126.7
,6.251278,80.523,367.4,126.7
,7.388489,81.373,367.3,126.6
,7.740178,80.622012,497.2,126.5
,7.27775,81.179958,377.1,126.4
,6.651402,81.100738,297.0,126.3
,6.747492,80.212021,257.0,126.3
,7.622182,80.278643,217.0,126.3
,7.322276,80.414024,306.9,126.2
,6.240035,80.34109,246.9,126.2
,7.152709,80.39922,436.8,126.1
,6.757764,80.180801,206.8,126.1
,6.793937,80.725199,1956.5,125.8
,6.820047,81.457219,236.4,125.7
,7.219871,80.815615,706.2,125.5
,7.032929,80.251871,206.2,125.5
,7.450861,80.409298,436.1,125.4
,6.754665,81.460113,266.0,125.3
,6.626943,80.392853,246.0,125.3
,7.705584,80.396301,236.0,125.3
,7.351837,80.40313,255.9,125.2
Agra Kanda,6.889971,80.687727,1515.6,124.9
,7.12671,80.457907,975.6,124.9
,6.976599,81.205488,965.6,124.9
,6.480696,80.368282,575.5,124.8
,7.089848,81.344093,445.5,124.8
,6.864633,80.443426,695.4,124.7
,7.447672,80.500623,635.4,124.7
,7.782798,80.780033,385.3,124.6
,7.271862,80.476824,585.2,124.5
,6.594808,80.257773,335.1,124.4
,6.323905,80.391726,305.1,124.4
,7.360426,81.247423,305.1,124.4
,7.23854,80.558617,664.9,124.2
,6.527253,80.789246,274.9,124.2
,6.569112,80.095306,214.9,124.2
,7.967809,80.837181,284.8,124.1
,6.774949,80.781924,2204.5,123.8
,6.920843,80.212089,314.5,123.8
,7.096576,81.386738,304.5,123.8
,7.496677,80.374195,274.4,123.7
,6.625463,80.765644,694.3,123.6
,7.355405,81.363989,584.3,123.6
,6.506358,80.708954,324.2,123.5
,6.653613,81.031279,464.1,123.4
,7.089901,81.299284,404.1,123.4
,7.337233,81.541936,514.0,123.3
,7.062751,80.576624,973.9,123.2
,7.230016,80.387203,403.9,123.2
,7.234688,81.362473,373.9,123.2
,6.511446,80.188692,213.9,123.2
,6.67157,80.89426,443.8,123.1
,6.418541,80.333618,263.8,123.1
,7.48567,81.51012,203.8,123.1
,7.242925,80.693364,723.7,123.0
,7.199418,80.187305,283.7,123.0
,7.635469,80.642171,463.6,122.9
,6.651012,80.304924,373.6,122.9
,6.671566,80.643266,1043.4,122.7
,7.530137,80.491329,323.4,122.7
,7.416432,80.440309,303.4,122.7
,6.879901,80.581588,1393.2,122.5
,7.758906,80.901613,323.2,122.5
,6.919554,81.281178,383.1,122.4
,7.267987,80.377118,273.0,122.3
,6.350524,80.437262,612.9,122.2
,6.207217,80.35169,242.8,122.1
,7.557313,81.302276,222.8,122.1
,7.035632,80.950017,1042.7,122.0
,8.526059,80.970252,222.7,122.0
,6.884128,81.414422,262.5,121.8
,6.225262,80.592957,402.4,121.7
,7.350905,80.281668,302.4,121.7
,7.493604,80.737625,1462.3,121.6
,7.266885,81.194347,312.3,121.6
,7.417406,81.449676,302.3,121.6
,7.52239,81.448478,222.3,121.6
,7.250198,80.542583,672.1,121.4
,7.098037,81.301466,402.1,121.4
,6.201844,80.423262,352.1,121.4
,6.972226,81.239422,531.9,121.2
,7.004237,81.46237,351.9,121.2
,6.981803,81.403422,301.9,121.2
,6.516352,80.208487,261.9,121.2
,6.333856,80.288137,341.8,121.1
,7.332653,80.215933,201.8,121.1
,7.007789,81.213934,991.7,121.0
,6.696265,81.30021,321.7,121.0
,8.087721,80.77813,271.6,120.9
,6.849526,80.944791,1321.5,120.8
,7.144667,81.007096,381.5,120.8
,7.428119,81.535026,221.5,120.8
,7.073817,81.698989,201.5,120.8
,7.480462,80.18775,201.5,120.8
,6.938902,80.361656,421.4,120.7
,6.442805,80.183618,221.4,120.7
,7.181311,80.96311,541.3,120.6
,7.36947,80.403116,541.3,120.6
,6.503622,80.609405,481.3,120.6
,7.273771,80.491765,681.2,120.5
,7.810469,80.790914,321.2,120.5
,6.999597,80.285305,291.2,120.5
,6.917367,80.256615,251.1,120.4
,6.685118,80.951247,470.9,120.2
,6.557367,80.800369,290.9,120.2
,7.386446,80.794976,1580.7,120.0
,6.627051,80.97673,360.7,120.0
,7.767536,80.533059,360.4,119.7
,7.389555,81.560504,210.4,119.7
,6.397238,80.192078,210.4,119.7
,7.139153,80.409281,720.3,119.6
,7.440263,80.387836,300.3,119.6
,7.039857,81.149607,1410.2,119.5
,7.20468,80.753406,790.2,119.5
,6.875565,80.960273,1310.1,119.4
,8.049989,80.913949,210.1,119.4
,6.944778,80.266901,210.1,119.4
,6.916715,81.117475,1600.0,119.3
,6.862837,80.885077,1380.0,119.3
,6.570615,80.213037,220.0,119.3
,7.122178,80.611906,1059.9,119.2
,7.141124,80.514935,829.9,119.2
,7.672312,80.526043,319.8,119.1
,7.118364,80.571711,699.7,119.0
,7.246187,80.737375,599.7,119.0
,6.63464,80.994912,289.7,119.0
,7.816995,80.310514,229.5,118.8
,7.123843,81.479656,389.4,118.7
,7.159912,80.847118,479.3,118.6
,6.438782,80.611053,1359.1,118.4
Kondagala,6.694326,80.559954,609.1,118.4
,6.262191,80.782461,259.1,118.4
,7.199479,80.56923,679.0,118.3
,7.652272,80.597026,529.0,118.3
,6.25154,80.505919,299.0,118.3
,7.105592,80.527991,938.9,118.2
,6.395034,80.464352,728.9,118.2
,8.149522,80.571765,258.9,118.2
,6.524619,81.460609,208.8,118.1
,6.904926,80.292733,368.7,118.0
,7.417373,80.756928,1348.6,117.9
,6.795805,81.320401,308.6,117.9
Kahataththahela Summit,7.198327,81.370032,318.5,117.8
,6.726618,80.579207,1168.3,117.6
,6.941416,80.455047,858.3,117.6
,6.72168,80.47229,518.2,117.5
,6.331102,80.780564,238.2,117.5
,6.506989,80.341136,458.0,117.3
,7.357941,80.642528,647.9,117.2
,7.676454,80.781119,497.9,117.2
,6.857693,81.28817,457.9,117.2
,7.615685,80.792539,637.6,116.9
,7.461296,80.92762,297.6,116.9
,7.24728,80.285585,287.6,116.9
,7.655562,80.724287,367.5,116.8
,7.257789,80.53307,717.4,116.7
,7.557903,81.261227,227.4,116.7
,7.115418,80.695289,1697.3,116.6
,7.266807,80.771606,577.3,116.6
,6.654174,80.215113,297.3,116.6
,7.479173,80.557141,707.2,116.5
,7.224063,81.396687,617.2,116.5
,6.699527,80.804989,657.1,116.4
,7.558742,81.237576,237.1,116.4
,6.637671,80.739053,667.0,116.3
,6.712474,81.050033,556.9,116.2
,7.169085,81.325449,396.8,116.1
Haddon Hill,6.967026,80.753689,2126.7,116.0
,7.118798,80.398705,856.7,116.0
,7.367984,80.661819,646.7,116.0
,7.634794,80.412678,406.7,116.0
,7.178934,80.301956,286.6,115.9
,7.963554,80.378651,266.6,115.9
,7.52019,80.816457,696.5,115.8
,6.831554,80.472492,1416.3,115.6
,6.885579,80.539509,1446.2,115.5
,7.479205,80.637055,496.2,115.5
,7.192997,81.290981,386.2,115.5
,6.957696,81.374883,366.2,115.5
,6.387937,80.399,346.2,115.5
,7.239406,80.796057,636.1,115.4
,6.926941,81.218202,586.1,115.4
,7.275981,80.237466,266.0,115.3
,7.111546,81.051077,595.8,115.1
,7.01796,81.342648,475.8,115.1
,6.657456,80.920576,325.8,115.1
,6.781651,80.497492,1765.7,115.0
,7.210378,80.791437,795.7,115.0
,8.155795,80.657522,285.7,115.0
Hantana 2,7.254032,80.628431,1135.6,114.9
,7.667705,80.535835,345.6,114.9
,7.330341,81.44085,245.6,114.9
,6.686067,81.182979,305.5,114.8
,8.276746,80.562441,235.4,114.7
,7.283896,80.736013,625.3,114.6
,7.685677,80.799612,325.1,114.4
,7.232081,80.279082,275.1,114.4
,6.998307,81.435754,365.0,114.3
,8.632447,80.765594,225.0,114.3
,6.779682,80.394904,534.8,114.1
,7.234147,80.191334,214.8,114.1
,6.75583,80.423961,224.7,114.0
,6.604567,80.698631,964.6,113.9
,6.495822,80.292594,284.6,113.9
,7.500598,81.504709,254.6,113.9
,6.361172,80.561995,594.5,113.8
,6.331101,80.738534,264.4,113.7
,6.830483,81.058514,1194.3,113.6
,6.506021,81.044495,294.3,113.6
,6.208669,80.494826,224.3,113.6
,6.87478,80.697773,1504.0,113.3
,7.334291,81.516934,374.0,113.3
,7.026372,80.523146,763.7,113.0
,6.222025,80.661548,243.7,113.0
,6.388867,80.624629,1263.5,112.8
,7.249773,81.217423,413.5,112.8
,6.803286,81.156207,413.5,112.8
,7.058965,80.94731,1023.3,112.6
,7.197403,81.229325,383.3,112.6
,6.410027,80.620284,1203.2,112.5
,6.435823,80.737984,653.1,112.4
,7.962475,80.384639,393.1,112.4
,7.108865,80.231145,303.1,112.4
,6.214272,80.353853,263.1,112.4
,6.171936,80.336538,223.1,112.4
,6.864406,80.514817,1503.0,112.3
,6.70629,80.918419,402.9,112.2
,7.614364,81.228391,212.9,112.2
,7.305409,81.193024,332.8,112.1
,6.840543,80.212184,312.8,112.1
,6.286418,80.331291,262.8,112.1
,6.877914,81.126949,1472.7,112.0
,6.866485,81.421184,442.7,112.0
,7.324939,81.19576,322.7,112.0
,6.215197,80.529252,302.7,112.0
,7.047329,80.744181,2052.5,111.8
,7.060115,81.465711,262.5,111.8
,7.360673,80.785192,1152.4,111.7
,7.602392,80.766436,492.4,111.7
,7.25714,80.381475,222.4,111.7
,7.655535,80.616876,512.3,111.6
,6.985333,80.41076,382.3,111.6
,7.326731,80.6083,632.2,111.5
,7.116334,80.372634,562.1,111.4
,7.237587,81.19432,422.1,111.4
,6.920384,80.287559,352.0,111.3
,7.157828,80.35793,371.9,111.2
,6.94616,80.290791,301.9,111.2
,6.170348,80.38723,221.9,111.2
,6.864537,80.326704,331.8,111.1
,7.179109,80.216666,291.8,111.1
Walankanda,6.49244,80.480567,1031.7,111.0
,7.429545,80.596303,781.7,111.0
,6.663654,81.026128,461.7,111.0
,6.650357,80.521987,331.7,111.0
,7.282425,81.1009,291.7,111.0
,7.065954,80.478044,1231.5,110.8
Kodimale Peak,7.298528,80.644447,651.4,110.7
,6.649521,81.071705,481.4,110.7
,6.546848,80.317773,411.4,110.7
,7.390038,80.34766,301.4,110.7
,7.361571,80.366438,261.4,110.7
,6.792425,81.422171,291.3,110.6
,7.094532,80.720821,2081.2,110.5
,6.884974,81.117453,1561.2,110.5
,7.040548,80.273043,261.2,110.5
,6.348296,80.358626,241.2,110.5
,7.622956,81.306706,211.2,110.5
,7.217413,80.90662,421.0,110.3
,7.320494,81.493273,311.0,110.3
,6.301623,80.34592,301.0,110.3
,6.672311,80.482631,291.0,110.3
,6.308641,80.304971,271.0,110.3
